0.651836,0.154679,0.305798,-3.13466,0.0184191,-0.765911,
0.651836,0.154679,0.45,-3.13466,0.0184191,-0.765911,
0.62726,-0.081895,0.45,-3.13466,0.0184191,-0.765911,
0.602684,-0.318469,0.45,-3.13466,0.0184191,-0.765911,
0.602684,-0.318469,0.49,-3.13466,0.0184191,-0.765911,
0.651747,0.14714,0.304371,-3.1274,0.0171735,-0.765884,
0.651747,0.14714,0.45,-3.1274,0.0171735,-0.765884,
0.633528,-0.098043,0.45,-3.1274,0.0171735,-0.765884,
0.615309,-0.343226,0.45,-3.1274,0.0171735,-0.765884,
0.615309,-0.343226,0.49,-3.1274,0.0171735,-0.765884,
0.632291,0.156134,0.309288,-3.12148,0.028956,-0.766794,
0.632291,0.156134,0.45,-3.12148,0.028956,-0.766794,
0.63298,-0.0954939,0.45,-3.12148,0.028956,-0.766794,
0.635971,0.194346,0.302582,-3.1324,0.0194122,-0.762767,
0.635971,0.194346,0.45,-3.1324,0.0194122,-0.762767,
0.656079,-0.0594972,0.45,-3.1324,0.0194122,-0.762767,
0.676187,-0.31334,0.45,-3.1324,0.0194122,-0.762767,
0.676187,-0.31334,0.49,-3.1324,0.0194122,-0.762767,
0.637387,0.170655,0.304423,-3.13479,0.0191826,-0.771298,
0.637387,0.170655,0.45,-3.13479,0.0191826,-0.771298,
0.659153,-0.0758203,0.45,-3.13479,0.0191826,-0.771298,
0.680918,-0.322296,0.45,-3.13479,0.0191826,-0.771298,
0.680918,-0.322296,0.49,-3.13479,0.0191826,-0.771298,
0.628065,0.0991628,0.292418,3.13599,0.0364325,-0.725513,
0.628065,0.0991628,0.45,3.13599,0.0364325,-0.725513,
0.628456,-0.14422,0.45,3.13599,0.0364325,-0.725513,
0.628847,-0.387604,0.45,3.13599,0.0364325,-0.725513,
0.628847,-0.387604,0.49,3.13599,0.0364325,-0.725513,
