0.651055,0.426653,0.304847,3.1223,0.0026249,-2.33855,
0.653216,0.427268,0.456224,3.12616,0.0143022,-2.33963,
0.898462,0.189265,0.652858,-1.69427,0.515101,-1.88596,
0.719004,-0.127574,0.519145,-2.28415,-0.0563421,-2.72443,
0.695318,0.0739835,0.295762,2.96075,-0.109046,-2.1543,
0.651258,0.420714,0.303557,3.12293,0.0127823,-2.33291,
0.651825,0.419976,0.452423,3.12474,0.0146472,-2.33493,
0.636683,0.179418,0.43104,3.10927,-0.0268797,-2.32447,
0.628338,-0.0521644,0.42871,3.08743,-0.0108946,-2.29806,
0.630138,-0.0547972,0.462878,3.07918,-0.0128222,-2.29746,
0.621052,0.450066,0.263742,3.07019,-0.0526655,-2.28294,
0.621619,0.459353,0.431951,3.05456,-0.0850502,-2.26128,
0.62184,0.334729,0.302014,2.75145,-0.111905,-2.01089,
0.636777,0.464192,0.301631,3.12663,0.00635052,-2.33299,
0.637831,0.466731,0.454734,3.1277,0.0152015,-2.32958,
0.657283,0.204539,0.445451,3.12492,-0.00249069,-2.34182,
0.676968,-0.0506048,0.446938,3.12855,0.00322463,-2.34096,
0.678572,-0.0433819,0.489723,3.12934,0.00370703,-2.32692,
0.637704,0.441365,0.301909,3.12397,0.00243305,-2.34236,
0.6399,0.44388,0.4548,3.12751,0.0129338,-2.33888,
0.660094,0.189488,0.446001,3.12407,-0.00428463,-2.34965,
0.681977,-0.0587219,0.447207,3.12731,0.00157508,-2.34744,
0.683543,-0.0515913,0.489656,3.12795,0.00296993,-2.33438,
0.626577,0.36845,0.292442,3.11063,-0.0066388,-2.2956,
0.630685,0.371224,0.453908,3.11833,0.0021289,-2.29281,
0.635122,0.136568,0.425204,3.08525,-0.0512081,-2.2706,
0.640447,-0.112584,0.429676,3.09333,-0.0217987,-2.27578,
0.645215,-0.10638,0.468352,3.09281,-0.0274341,-2.26252,
