0.651811,0.155319,0.306164,-3.13325,0.018235,-0.767585,
0.653182,0.156098,0.452521,-3.12819,0.0262953,-0.771582,
0.627257,-0.0948346,0.443032,3.13428,0.0286826,-0.785663,
0.567255,-0.447057,0.305766,2.74231,0.0928596,-1.0595,
0.575063,-0.452713,0.335345,2.73951,0.099836,-1.04288,
0.651658,0.14762,0.304524,-3.12678,0.0181639,-0.766437,
0.654173,0.146496,0.446994,-3.12749,0.0234243,-0.772304,
0.641405,-0.112498,0.428811,3.14071,0.0690129,-0.801668,
0.615891,-0.352403,0.440874,-3.13001,0.0357034,-0.784179,
0.61608,-0.35588,0.476321,-3.13291,0.0467831,-0.787237,
0.632325,0.156334,0.308034,-3.12257,0.030181,-0.767549,
0.640998,0.152689,0.436023,-3.13277,0.0528532,-0.785601,
0.661253,-0.260213,0.280561,2.81229,0.0450455,-1.08491,
0.635823,0.193788,0.302538,-3.13344,0.0182879,-0.762428,
0.638442,0.195663,0.45062,-3.1269,0.0264075,-0.770058,
0.654674,-0.0664913,0.4484,-3.14047,0.020246,-0.770968,
0.676305,-0.318636,0.449215,-3.12838,0.0219167,-0.774295,
0.677569,-0.314139,0.492208,-3.12628,0.0182576,-0.764061,
0.636849,0.170814,0.303424,-3.13674,0.019755,-0.770839,
0.639506,0.172589,0.453919,-3.12342,0.0254326,-0.776004,
0.657323,-0.081209,0.448687,-3.14116,0.0215259,-0.776721,
0.681216,-0.328249,0.44842,-3.13003,0.0235323,-0.781703,
0.682249,-0.323409,0.492566,-3.12769,0.0184942,-0.775013,
0.627251,0.0986453,0.292145,3.13314,0.0348062,-0.728846,
0.629959,0.100542,0.455789,-3.13536,0.0379743,-0.72998,
0.625447,-0.142466,0.449814,-3.14148,0.0452296,-0.721842,
0.626929,-0.391273,0.450202,3.1375,0.0429855,-0.734971,
0.628957,-0.390309,0.491168,3.14152,0.0383672,-0.732185,
